user_id,call_duration,cost,base_station,bill_status,create_hour,signal_strength,drop_rate,root_cause
79092,82.56881136534015,1.23,BS004,正常,3,-69.29353612686602,0.005184921354985184,无异常
13890,130.52058727078992,1.25,BS002,正常,5,-72.90953642059729,0.022266628494440957,无异常
51606,152.2256216682806,1.6,BS005,正常,2,-69.01996454396951,0.02029987001446467,无异常
90038,104.2863611940681,1.2,BS003,正常,10,-71.59558251728714,0.01928160205605789,无异常
97313,142.1747356323018,1.55,BS003,正常,21,-75.13055488312519,0.03716300962635072,无异常
20627,64.93539623701747,0.93,BS005,正常,11,-82.73510291611275,0.021219409292088154,无异常
18792,67.15891666325622,0.64,BS002,正常,11,-56.88323021439821,0.018754646989402254,无异常
83969,102.39654878989491,0.74,BS002,正常,17,-68.78673481451831,0.01848048035941706,无异常
53001,143.60069679966912,1.03,BS003,正常,13,-71.70881565935845,0.009294171522923996,无异常
86552,150.45991923940343,1.26,BS001,正常,10,-83.04257864044966,0.021395008159144767,无异常
33897,72.71935810167747,1.45,BS003,正常,23,-51.10314039121624,0.022705200282662763,无异常
78148,148.97682818930318,1.43,BS003,正常,20,-82.3043336706272,0.013376306329921376,无异常
33483,126.6602816173912,1.21,BS004,正常,16,-74.70723260879481,0.027437405621995592,无异常
58555,84.83181222194729,0.66,BS003,正常,21,-74.32474958264878,0.02486682670900102,无异常
27159,66.63246591908006,1.55,BS001,正常,15,-88.62655755296915,0.01885356454751827,无异常
90077,129.192926196173,0.45,BS003,正常,2,-70.63704157231905,0.02828908048780817,无异常
45920,171.58252896661784,0.62,BS002,正常,3,-71.68179511786101,0.016151568622366677,无异常
77121,121.42089723111829,1.22,BS004,正常,7,-85.76305931216243,0.02797881305521885,无异常
79479,82.60316602375055,1.6,BS004,正常,23,-67.73413848115631,0.01511159092828199,无异常
99475,45.279108516822944,1.51,BS003,正常,10,-84.74329283082501,0.035803925614005166,无异常
29457,181.17963387554437,1.15,BS004,正常,12,-78.26082071229689,0.014155631256528946,无异常
76557,161.6740244127905,1.42,BS004,正常,23,-82.83916402463043,0.018427612871293172,无异常
87189,132.08307395086405,0.67,BS003,正常,11,-68.96884185638831,0.011341615464762677,无异常
88953,179.11975869061843,0.92,BS001,正常,4,-70.02463754877624,0.025491692804359388,无异常
62995,128.95676399014377,0.93,BS003,正常,15,-86.33514169896438,0.008626209263334898,无异常
50757,98.75852197529267,0.71,BS002,正常,0,-80.98137392068594,0.01882654730298678,无异常
19692,142.2052898020084,1.02,BS005,正常,8,-80.83391523458693,0.006176192362436597,无异常
55758,86.81097294928834,1.1,BS001,正常,13,-68.53879705196225,0.0253702978027084,无异常
82409,80.17408728587276,0.97,BS003,正常,7,-82.14630329354317,0.025904698879202038,无异常
81211,150.86428438429076,1.07,BS001,正常,2,-76.25056798845804,0.021248014768583397,无异常
75697,154.23035070256327,0.0,BS005,正常,21,-77.34690917164002,0.0147029809610385,无异常
47065,69.05046878050362,1.39,BS004,正常,6,-78.28519488999926,0.026941156180536253,无异常
42606,70.52809270232575,1.0,BS004,正常,3,-57.79351085645639,0.010577005088829394,无异常
21534,102.19801225467954,1.0,BS005,正常,14,-81.77486773560207,0.012562842007293944,无异常
50397,91.5478066728135,0.51,BS004,缺失,11,-77.27886721513742,0.02690534903704677,设备故障-基站硬件故障
11016,139.05955052661474,1.98,BS001,正常,22,-71.37052094042657,0.025445838883141683,无异常
99789,121.9219935106236,2.0,BS004,费用异常,8,-79.24994262694388,0.025487004673892765,系统问题-计费系统漏洞
65591,166.59625030546422,0.37,BS005,缺失,21,-80.88104575409179,0.04297788687858166,网络问题-传输链路丢包
99812,132.69030900935934,1.08,BS005,正常,17,-71.60735550272638,0.02170779328833332,无异常
33247,94.21692681313289,1.66,BS005,缺失,21,-67.16940137355692,0.01600030284940023,设备故障-基站硬件故障
34300,44.35484552454217,1.02,BS002,正常,12,-61.97389789599745,0.018578798362019373,无异常
84065,127.17823937108709,0.9,BS001,正常,2,-76.97923135047381,0.0,无异常
92798,51.586875590548914,0.86,BS005,正常,6,-82.7031545488021,0.023866631540231366,无异常
19268,93.72179052316656,1.36,BS001,正常,18,-82.77548092088139,0.034131556482940154,无异常
96807,91.13092887613298,2.51,BS002,正常,7,-60.972381434613396,0.01652901509501837,无异常
22185,99.66291540466274,1.61,BS001,正常,10,-71.74919379602287,0.0331060984963099,无异常
73704,67.35862960292569,0.65,BS003,正常,4,-83.19297062414172,0.010303879627895404,无异常
96779,90.98893567560202,0.89,BS002,正常,15,-81.79366652459021,0.012226788618241065,无异常
49099,165.836183138072,1.07,BS002,正常,2,-86.10762382981585,0.012188328672030893,无异常
18571,165.72593950299733,0.77,BS004,正常,0,-75.790275987432,0.005357517343192168,无异常
48044,181.29999101863885,0.68,BS005,正常,20,-70.17650624281077,0.03458022129808932,无异常
61214,120.40586102975097,1.57,BS002,正常,9,-59.5428144205002,0.02515157710074904,无异常
71228,130.84876515592987,0.95,BS001,正常,9,-64.15370214626472,0.02621092731168443,无异常
58984,166.42445670774634,1.39,BS003,正常,15,-74.63459828636275,0.012757780416185926,无异常
50774,61.1735617225153,2.09,BS001,正常,10,-81.92061382863234,0.027967093347866394,无异常
12568,152.22514026814804,0.94,BS001,正常,18,-70.41108651998113,0.014922982073709262,无异常
72592,172.0937889358262,1.34,BS003,费用异常,19,-92.69881002129229,0.015383466027404135,系统问题-计费系统漏洞
77563,84.44158695849504,0.69,BS004,正常,12,-82.87929559775122,0.030723815664139467,无异常
12695,175.30556582414638,1.41,BS005,正常,14,-68.64820139530524,0.011537935166840117,无异常
58190,202.30864321206332,1.85,BS002,费用异常,9,-66.24035607916849,0.010017270599031432,系统问题-计费系统漏洞
15258,151.11386682043315,1.82,BS005,正常,3,-61.915213362415614,0.008828260997992434,无异常
97538,143.78017474640495,1.22,BS004,正常,18,-76.13161124548131,0.018537219426428227,无异常
49504,75.20895803482966,0.94,BS003,正常,14,-62.036781629244594,0.040621270070075384,无异常
43159,162.76815716163696,1.32,BS005,正常,5,-78.84059143816636,0.017400975420598246,无异常
23986,78.97637389451548,1.23,BS001,缺失,21,-79.63072979851893,0.006995917562942941,设备故障-基站硬件故障
71858,134.78963210561454,1.43,BS002,正常,16,-71.92604966014986,0.013749715918613771,无异常
22666,138.843804293241,0.88,BS002,费用异常,12,-63.57487486011961,0.015348231301331616,系统问题-计费系统漏洞
48660,0.0,1.0,BS004,正常,19,-65.6093965308568,0.020471269426259864,无异常
13561,136.23213534143005,1.09,BS004,正常,16,-64.6655310215331,0.02363104522140014,无异常
36854,224.85899145913953,1.53,BS003,正常,14,-69.7327665733705,0.0,无异常
74505,36.32574310918115,1.6,BS004,正常,6,-65.40930189577884,0.007764611664196125,无异常
62251,117.84432023947461,0.98,BS005,正常,22,-74.71938183396453,0.007005593432010784,无异常
32662,42.115384930615235,0.62,BS002,正常,21,-71.84255410011438,0.03019588139233005,无异常
18392,84.23434244779291,1.38,BS003,正常,10,-50.0,0.009854149296554964,无异常
40535,42.80892580718785,1.57,BS004,费用异常,17,-66.2130632710982,0.022795886493186018,系统问题-计费系统漏洞
88603,126.3816930798887,1.13,BS001,正常,19,-74.79983193983514,0.02465808154185463,无异常
62256,151.7441921303838,0.84,BS002,正常,18,-66.96781530874722,0.014952310496730677,无异常
99135,136.38954531076368,0.96,BS003,正常,7,-85.55541881327778,0.0,无异常
45222,82.79270122169711,2.02,BS002,正常,17,-78.21528438935782,0.031721906274910595,无异常
87373,95.6242097361629,1.31,BS005,正常,9,-77.02921202684772,0.03310066719552333,无异常
89575,130.89090744342556,1.71,BS004,正常,17,-82.17169046853518,0.019793077079522,无异常
94651,84.04304039444318,0.8,BS004,费用异常,16,-57.299869891219075,0.013164604257543722,系统问题-计费系统漏洞
73335,66.84819565937433,1.81,BS004,缺失,8,-70.25851906856195,0.03795251634459182,网络问题-传输链路丢包
20965,110.43491759592156,1.65,BS001,正常,2,-69.1495353951025,0.012849060308017638,无异常
34538,82.21167162910369,1.15,BS005,费用异常,14,-76.04150319695373,0.02794998984786999,系统问题-计费系统漏洞
80592,136.4623166901457,1.5,BS001,正常,23,-86.52824083709989,0.00504929400804782,无异常
18110,171.9478960126767,1.85,BS005,正常,22,-75.6303383623933,0.024587356425831684,无异常
89309,223.90333610823052,0.65,BS005,正常,11,-79.22572896287113,0.0070106936893714455,无异常
37266,133.522676485586,0.94,BS005,正常,16,-85.15990925246676,0.023786656012750377,无异常
62992,145.83888651278147,1.46,BS004,状态错误,5,-67.40536950544933,0.020036003758069375,外部因素-自然灾害
92948,96.0273062682349,1.21,BS004,正常,23,-77.66214664014636,0.01633882556079318,无异常
16910,98.5049290311382,1.41,BS004,正常,21,-92.80255725350949,0.016059545415638733,无异常
10206,171.36224986163757,1.54,BS001,正常,8,-74.9923526821834,0.030835610097063877,无异常
97054,108.94688799412889,1.45,BS003,正常,9,-74.80707849097693,0.019147847456526573,无异常
97897,122.9178951442313,1.07,BS005,正常,2,-67.46004216610815,0.023950926154114108,无异常
33419,168.9190268051334,1.11,BS001,正常,5,-73.7985497741343,0.048472695186646195,无异常
60636,109.25491312453642,1.98,BS004,状态错误,12,-81.12804136032848,0.0074916791480427805,用户行为异常-手机终端故障
60015,180.01681750752596,1.24,BS004,正常,13,-70.02096144859564,0.012295011726762152,无异常
64268,142.92117344205622,1.88,BS003,正常,3,-81.4882495500533,0.003493349979861945,无异常
97939,138.2159268391286,1.91,BS004,正常,9,-67.94676495700205,0.003024370629209773,无异常
28141,94.07243411730624,0.81,BS005,正常,18,-63.442475648177535,0.03905545285710016,无异常
90356,140.36503980200422,1.57,BS002,正常,15,-99.7987065210969,0.015808963998344576,无异常
81910,102.83816208535015,0.66,BS004,缺失,23,-82.49278037420474,0.0,设备故障-基站硬件故障
66044,138.77635424782818,2.01,BS003,正常,6,-70.35249543356308,0.017173471096267948,无异常
77214,115.92699736958285,1.29,BS002,正常,22,-74.07654897658543,0.015060149974744655,无异常
43827,158.6723828393648,1.27,BS005,正常,4,-62.02890928491566,0.009506110536396129,无异常
65820,118.72915308812979,0.77,BS005,费用异常,11,-62.49082463706163,0.01558869579981607,系统问题-计费系统漏洞
72623,201.51430200946788,0.9,BS005,正常,14,-65.73859975425165,0.021576354184030783,无异常
91734,108.97812086417096,1.31,BS003,正常,0,-91.8665163746483,0.0158987085233553,无异常
85450,98.6170095190596,1.25,BS002,缺失,21,-76.63049405641407,0.028520263561985112,设备故障-基站硬件故障
32299,133.84455147205014,1.01,BS005,正常,5,-68.5949127630939,0.019384370690941635,无异常
53585,163.11484223309893,1.64,BS004,费用异常,18,-75.26438284444349,0.02013449033834287,系统问题-计费系统漏洞
74044,162.80393939309096,1.2,BS002,费用异常,4,-76.26209878770389,0.018076637394975715,系统问题-计费系统漏洞
52557,126.67125777609989,0.69,BS005,正常,8,-62.62417831637958,0.0076615463514428245,无异常
59080,133.5635664321914,1.56,BS002,正常,6,-71.41682502757787,0.00806096632967973,无异常
12693,133.62152229489692,0.62,BS004,正常,23,-77.5237729126665,0.021206984821355104,无异常
79163,76.88508745487499,0.24,BS001,状态错误,8,-86.85523179995774,0.012417686359878524,用户行为异常-手机终端故障
35939,160.96293767064387,1.25,BS005,正常,21,-57.795723036183674,0.025978548685010823,无异常
58925,69.6857427151733,0.68,BS004,正常,15,-71.97536299738908,0.0166486461755462,无异常
52941,76.96005296860832,1.29,BS003,正常,4,-79.66546711603074,0.012271137602999811,无异常
31834,122.2010833808586,1.61,BS005,正常,9,-65.68671642841004,0.022589104733328157,无异常
28047,107.20561063417834,1.69,BS001,正常,20,-91.03474470372817,0.020272353654744855,无异常
36105,151.846295975018,1.45,BS004,正常,20,-57.47915081609653,0.003428509986714616,无异常
85766,137.89410690680722,0.54,BS004,正常,14,-68.88971936345543,0.0017981586243579727,无异常
25707,125.5280554828277,0.84,BS002,正常,14,-53.05675139622648,0.025712568699865747,无异常
31976,74.978640161118,1.2,BS005,正常,12,-68.66981454753852,0.01257430557961963,无异常
54262,121.06240419453609,1.21,BS001,正常,19,-72.613054250733,0.021518290789363993,无异常
33776,117.89954123514335,0.73,BS003,正常,17,-81.04334200351681,0.02232433842389284,无异常
40080,128.8874694760868,0.97,BS002,正常,22,-79.3825067427941,0.03203318967146909,无异常
76842,102.79847978289447,1.61,BS005,正常,6,-87.40714174521798,0.03649567105052614,无异常
71373,140.91270151974172,1.45,BS001,正常,7,-55.2261342917718,0.008559732460768776,无异常
16776,106.13755849172531,1.05,BS002,正常,7,-73.6736958892093,0.018507691054565203,无异常
65016,137.1645386051645,1.71,BS001,正常,10,-66.29725420533322,0.018764584637599523,无异常
19474,151.84190296343004,0.54,BS001,状态错误,23,-64.70448951211087,0.03519029935108194,用户行为异常-手机终端故障
68053,98.61618005390504,1.61,BS002,正常,8,-77.24062394700691,0.005605541593487813,无异常
31959,89.1136611927406,1.54,BS002,正常,5,-83.02164686147643,0.034355731724395655,无异常
15530,139.05464625877357,1.57,BS005,正常,19,-82.16557444805635,0.025626260867087067,无异常
13748,67.15601277142282,1.35,BS002,正常,1,-90.47237979566427,0.014506474536267935,无异常
23545,164.4665901956825,0.87,BS005,正常,4,-86.18776807412172,0.028722868554972764,无异常
76199,120.438504684679,1.5,BS001,正常,21,-69.6489937146511,0.01625088449983416,无异常
44766,115.4096639240654,0.99,BS002,正常,22,-64.76914981486404,0.003839338976652458,无异常
83530,141.84063673404904,1.3,BS005,正常,21,-74.94419352855705,0.02120978070067469,无异常
71087,139.35818081688387,0.84,BS005,正常,3,-65.76433170316453,0.017356943987944417,无异常
78840,120.26072299915629,1.03,BS003,正常,19,-65.5282100691799,0.015145105375928291,无异常
64384,155.14465642407657,1.13,BS005,正常,14,-78.1416997312314,0.012093376409420167,无异常
61005,93.10446778598991,1.4,BS005,正常,6,-64.12647440877569,0.026154288705057163,无异常
56576,148.49425973174502,1.48,BS003,正常,0,-76.62591689592547,0.019851025132506313,无异常
49353,76.85506113323699,2.05,BS004,正常,18,-79.28779509216193,0.015245009254316185,无异常
72003,140.42595964260533,1.27,BS002,正常,17,-74.13807708584824,0.013933154668496657,无异常
93211,106.88506814132171,0.73,BS003,正常,1,-89.09463373267401,0.015400022137201059,无异常
62733,67.55655750523236,1.6,BS005,正常,22,-75.36664475253792,0.014173862518144686,无异常
75318,130.26571268577493,1.37,BS005,正常,20,-98.08368670691897,0.01593421520323153,无异常
99474,118.62294027397084,1.1,BS002,正常,12,-68.24610437001272,0.02726680766058097,无异常
33664,58.29097962071486,1.0,BS001,正常,13,-87.94055059584048,0.016285722502701293,无异常
77172,35.45337829761078,0.89,BS003,状态错误,2,-75.06477692962498,0.021533599956322487,外部因素-自然灾害
95616,113.9094466633002,0.87,BS004,状态错误,15,-60.156438883370136,0.016152394325533136,外部因素-自然灾害
36736,184.7290384280731,0.59,BS002,正常,13,-74.28657355987731,0.0022593343459045984,无异常
10854,132.84060032823643,1.68,BS002,正常,14,-93.93500118100684,0.022184695173536443,无异常
48623,93.26787053142223,1.42,BS003,正常,2,-73.7071947398172,0.012837638585820512,无异常
17392,163.27478062751428,1.25,BS005,正常,1,-77.55559316183296,0.026671071508424758,无异常
65680,156.28894471498234,0.89,BS005,正常,2,-65.68263079425984,0.03655041358559158,无异常
56717,170.86316311957543,1.74,BS004,正常,8,-76.13223749482616,0.013387186443991077,无异常
97092,147.3559105737083,0.49,BS003,正常,7,-63.84744950252808,0.02905221030362718,无异常
60859,155.4360929244483,1.13,BS002,正常,18,-70.64341789504472,0.01587915207409707,无异常
36309,149.24434124050256,1.69,BS003,正常,19,-66.25119718995451,0.016924410860530217,无异常
97455,100.89980210334289,0.2,BS001,状态错误,20,-75.93287926581584,0.02377821269712548,外部因素-自然灾害
73734,54.50877042385619,1.29,BS002,正常,19,-62.164851484136385,0.000334060534022098,无异常
80467,99.15458416827792,0.87,BS004,缺失,14,-80.11644670084654,0.002757281188686761,设备故障-基站硬件故障
62662,164.19747908005417,1.26,BS004,正常,11,-93.32819380690862,0.02057408734057056,无异常
22688,104.75956655621714,1.01,BS002,正常,13,-85.95394524863583,0.0,无异常
35342,114.18163795570577,1.5,BS005,缺失,17,-73.79333278864452,0.03085265434049384,网络问题-传输链路丢包
47157,73.36860267414221,1.82,BS002,费用异常,1,-72.29242349018918,0.03335044313944146,系统问题-计费系统漏洞
77863,97.95641711363109,2.46,BS002,正常,20,-73.4461969086394,0.023536242647415967,无异常
62083,119.63643332866296,1.14,BS001,正常,10,-62.81269030259554,0.01869295436591144,无异常
75733,139.70248711435013,1.57,BS002,正常,23,-73.10989554947459,0.03108971646857113,无异常
99045,101.65356131297334,1.37,BS003,正常,0,-71.70477863168466,0.015351590320432807,无异常
44698,98.85850297529204,1.41,BS003,正常,18,-65.19928798375263,0.016230039971801617,无异常
90623,153.68702260595472,1.94,BS004,正常,13,-91.76590218355983,0.01862726877303402,无异常
32671,133.01066105752895,0.86,BS005,正常,8,-67.77050719932491,0.01172479718798021,无异常
35184,137.94689860768597,1.02,BS004,正常,2,-61.83700312811616,0.03291560958899699,无异常
52107,181.13282344273483,1.11,BS001,正常,13,-67.82411242789718,0.032605898557279904,无异常
96202,99.7970244635857,0.71,BS002,费用异常,19,-71.8499686549177,0.010590919550737285,系统问题-计费系统漏洞
61663,118.0392331807346,1.2,BS004,正常,2,-66.97161957774809,0.012503094408944362,无异常
25708,142.04639097692586,1.53,BS002,正常,22,-96.46139885079532,0.016507304381441736,无异常
59811,85.13970553367946,1.61,BS004,缺失,3,-76.29630527715722,0.03202084825793788,网络问题-传输链路丢包
12811,129.16198953008475,1.11,BS002,正常,1,-87.98310697178381,0.016455492052190945,无异常
66250,120.88785989036401,1.77,BS004,正常,1,-71.16729403190878,0.02157230466430411,无异常
82082,231.09197646276493,0.16,BS003,正常,14,-85.0408145139946,0.009327772958546808,无异常
44754,123.99478006660294,2.36,BS001,正常,22,-66.50142910105684,0.03521940593865224,无异常
21411,166.27759062257329,1.48,BS004,正常,20,-79.16031134854299,0.008308041532266719,无异常
12911,153.1977285538737,0.98,BS003,正常,20,-87.87074510071639,0.01588478199727165,无异常
77270,73.7375358743605,1.43,BS005,正常,12,-84.44461796919872,0.0029372441342185272,无异常
93763,58.04704648157201,1.12,BS004,正常,19,-88.13197444334244,0.032349999177580045,无异常
18680,129.88058421465178,0.16,BS002,正常,10,-75.35306995186585,0.019686299088647177,无异常
94896,170.2933864858782,1.22,BS001,正常,13,-68.83432379030147,0.03778620687391501,无异常
93879,131.51659278252697,1.66,BS003,正常,16,-81.44979983545348,0.01019127135295842,无异常
81295,123.15407216068698,1.68,BS003,正常,21,-89.58903625821516,0.030493008699292903,无异常
98614,108.63653388203001,1.33,BS001,正常,14,-75.13784297704203,0.023934602355514235,无异常
21111,67.04155013614383,1.68,BS004,正常,13,-75.35706091365013,0.012066787337838697,无异常
47504,81.57917129643951,1.42,BS002,正常,18,-79.98992268014185,0.013407715850914464,无异常
11802,55.10745244641208,1.31,BS005,正常,1,-82.84872187066408,0.025477867974027776,无异常
18155,75.87813603546994,0.86,BS004,正常,3,-62.2028947487538,0.019619272408652508,无异常
83656,98.95967050282599,1.03,BS001,正常,7,-80.92483948563888,0.013155621635224421,无异常
49384,151.04064086067945,1.07,BS004,费用异常,11,-89.41097194631354,0.0374824641179882,系统问题-计费系统漏洞
57254,102.1973095681761,1.34,BS004,正常,12,-75.88250368659904,0.02044404640284793,无异常
31918,130.22503142198872,1.6,BS001,正常,22,-69.72677566206328,0.016249344879723234,无异常
95981,125.40916844706727,0.89,BS001,正常,17,-70.39248325277536,0.009183581246460218,无异常
70713,139.96195341931895,0.5,BS005,正常,16,-90.99409174207021,0.014795916996433938,无异常
40306,78.60740273930965,1.92,BS001,正常,12,-62.82139847504128,0.0,无异常
26646,162.36774860494194,0.72,BS001,正常,11,-72.89601197904277,0.020020009345367767,无异常
56843,63.71292060185628,1.45,BS001,正常,6,-69.29167593154979,0.02733285155780188,无异常
26371,102.0874719045357,1.33,BS003,正常,15,-50.0,0.034352227717729514,无异常
87371,119.16378368893687,1.03,BS001,正常,13,-67.4111143694573,0.015824940005617988,无异常
12049,150.40579392598988,1.5,BS001,正常,4,-69.27944733774548,0.02479399661933891,无异常
41616,175.17237342203015,0.6,BS001,缺失,10,-77.25923359898526,0.0165380131978408,设备故障-基站硬件故障
30932,150.7212608051356,2.02,BS005,正常,23,-75.05238546391732,0.0020974380908945524,无异常
39855,176.63665429823436,2.52,BS004,正常,20,-87.04177269767955,0.0,无异常
71434,86.83296281970782,1.82,BS001,缺失,20,-74.1542142441049,0.018908042387721903,设备故障-基站硬件故障
82694,167.61481920284837,0.79,BS001,正常,7,-58.73912915228028,0.0,无异常
53016,160.746269196532,0.04,BS005,正常,8,-70.73607802202028,0.017446631288390402,无异常
17400,24.14899771897346,1.44,BS004,正常,17,-52.699158593238884,0.015717193880079063,无异常
52642,111.18143024422895,0.55,BS005,正常,7,-69.70253533325055,0.0023900568213365107,无异常
25151,144.0814969352713,0.99,BS002,正常,6,-72.19914008013117,0.0,无异常
61407,99.38344538218246,1.96,BS002,正常,7,-76.3802840027903,0.012627657984513792,无异常
76690,76.56699310815054,2.01,BS002,正常,14,-55.28724407748862,0.034674042364619254,无异常
14499,204.567008717675,2.07,BS001,正常,18,-79.64563508956203,0.02248197937127795,无异常
16295,124.44160603883627,1.25,BS005,正常,3,-82.27037239181459,0.012520822269703132,无异常
69040,125.53621736616243,1.65,BS001,正常,6,-83.81711647039292,0.011810078602701425,无异常
22183,67.64023540499736,0.2,BS002,正常,20,-52.38074039005983,0.023303893139276905,无异常
39299,95.50556016815042,0.45,BS004,正常,22,-73.52580993256409,0.020690869196645,无异常
22874,84.08637482512387,1.06,BS004,正常,21,-74.15884086165791,0.026522392212883692,无异常
42711,163.15900920557212,1.62,BS005,正常,3,-69.79546851309654,0.03743665290214178,无异常
15539,140.18534483704207,0.99,BS004,正常,14,-77.51539568723186,0.03087341758867041,无异常
63351,97.17745228773882,1.6,BS002,正常,1,-82.6367028444775,0.030646811082064122,无异常
71267,142.42000954664857,0.62,BS005,正常,11,-83.11777983077582,0.018594414331809514,无异常
58354,109.85919417035691,1.25,BS005,正常,5,-83.45603225772571,0.0,无异常
12557,129.37962871914166,1.47,BS002,正常,5,-95.02002923847976,0.0,无异常
48360,129.19055548742824,1.58,BS002,正常,13,-74.41169044693201,0.024470848089400674,无异常
92018,136.81068841918395,0.97,BS002,正常,5,-90.58739226538941,0.013999000540407477,无异常
12200,131.98607693586985,1.21,BS002,正常,0,-69.50638230120951,0.03601838932351673,无异常
78497,136.84198604659636,0.43,BS005,正常,5,-66.63762181026095,0.03424437412831162,无异常
56975,170.23233241942296,1.15,BS004,状态错误,17,-81.02602962963184,0.020812952202731626,用户行为异常-手机终端故障
31357,145.62251012294095,1.74,BS002,正常,20,-71.63383673920637,0.014752071868697297,无异常
87505,106.52392949096162,1.07,BS003,正常,15,-67.73344151124286,0.010456782924937333,无异常
12869,116.081890160593,0.83,BS005,正常,22,-59.95343021197648,0.03572118245172713,无异常
71135,169.20682351988265,1.59,BS001,正常,0,-78.89868277856597,0.021258877873560015,无异常
60108,124.49689819792859,2.34,BS004,正常,20,-89.12530130996569,0.012569522061119196,无异常
48467,105.03926330571602,2.29,BS005,正常,18,-84.0565523772092,0.018701775018185873,无异常
33328,94.75446631479856,1.33,BS002,正常,17,-91.6161585249464,0.017237302746895094,无异常
96831,130.9215243266499,1.59,BS003,正常,1,-70.23419371099159,0.03763427963883899,无异常
13987,85.80572789817695,2.02,BS001,正常,18,-107.21256078752424,0.021719895698433953,无异常
68871,171.39181695337226,1.32,BS004,正常,16,-85.0249009211268,0.02016375720358548,无异常
32399,78.4872658497168,1.43,BS002,正常,17,-74.88026476603804,0.006315311360624354,无异常
56214,179.12270902077685,1.04,BS005,正常,21,-85.7801782419442,0.024630968502498577,无异常
96416,108.59078736510205,2.38,BS005,正常,23,-83.60276571521914,0.020430746239452728,无异常
80271,76.93050585489377,1.56,BS004,正常,3,-66.70865294535696,0.02529702377069127,无异常
54064,127.56702954261505,1.07,BS003,正常,17,-86.1985651800679,0.020529672849858883,无异常
